restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,City Tier,State/U.T,Region
Behrouz Biryani,4.1,150,24,0,0,0,0,1,0,Salem,Tier 2 Cities,Tamil Nadu,South India
Behrouz Biryani,4.1,150,31,0,0,0,0,1,0,Goa,Tier 3 Cities,Goa,West India
Behrouz Biryani,4.1,200,30,0,0,0,0,1,0,Tirunelveli,Tier 2 Cities,Tamil Nadu,South India
Behrouz Biryani,4.1,300,17,0,0,0,0,1,0,Aligarh,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.1,300,29,0,0,0,0,1,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Behrouz Biryani,4.2,50,30,0,0,0,0,1,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.2,100,22,0,0,0,0,1,0,Nashik,Tier 2 Cities,Maharashtra,West India
Behrouz Biryani,4.2,100,23,0,0,0,0,1,0,Jalandhar,Tier 2 Cities,Punjab,North India
Behrouz Biryani,4.2,100,30,0,0,0,0,1,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.2,100,32,0,0,0,0,1,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.2,100,39,0,0,0,0,1,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
Behrouz Biryani,4.2,150,28,0,0,0,0,1,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Behrouz Biryani,4.2,200,32,0,1,0,0,1,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Behrouz Biryani,4.2,250,21,0,0,0,0,1,0,Amritsar,Tier 2 Cities,Punjab,North India
Behrouz Biryani,4.2,350,31,0,0,0,0,1,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Behrouz Biryani,4.2,400,24,0,0,0,0,1,0,Pune,Tier 1  Cities,Maharashtra,West India
Behrouz Biryani,4.2,450,32,0,0,0,0,1,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Behrouz Biryani,4.2,450,33,0,0,0,0,1,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Behrouz Biryani,4.3,50,21,0,0,0,0,1,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.3,100,22,0,0,0,0,1,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.3,100,23,0,0,0,0,1,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Behrouz Biryani,4.3,100,25,0,0,0,0,1,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Behrouz Biryani,4.3,100,29,0,0,0,0,1,0,Belgaum,Tier 2 Cities,Karnataka,South India
Behrouz Biryani,4.3,100,51,0,0,0,0,1,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Behrouz Biryani,4.3,150,29,0,0,0,0,1,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.3,150,35,0,0,0,0,1,0,Mangalore,Tier 2 Cities,Karnataka,South India
Behrouz Biryani,4.3,150,36,0,0,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Behrouz Biryani,4.3,200,26,0,0,0,0,1,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Behrouz Biryani,4.3,200,36,0,0,0,0,1,0,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
Behrouz Biryani,4.3,250,36,0,0,0,0,1,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Behrouz Biryani,4.3,400,28,0,0,0,0,1,0,Patna,Tier 2 Cities,Bihar,East India
Behrouz Biryani,4.3,400,35,0,0,0,0,1,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Behrouz Biryani,4.3,450,29,0,0,0,0,1,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Behrouz Biryani,4.4,150,30,0,0,0,0,1,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Behrouz Biryani,4.4,200,44,0,0,0,0,1,0,Guwahati,Tier 2 Cities,Assam,East India
Behrouz Biryani,4.4,250,45,0,0,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Behrouz Biryani,4.5,100,27,0,0,0,0,1,0,Kota,Tier 2 Cities,Rajasthan,North India
Behrouz Biryani,4.5,400,22,0,0,0,0,1,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Behruz Biryani,3.4,100,21,0,0,0,0,1,0,Gaya,Tier 3 Cities,Bihar,East India
Beijing,4.1,150,34,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Beijing Bites,3.9,150,56,0,0,1,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Beijing Bites,4.1,100,34,0,0,0,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Beijing Bites,4.3,250,34,0,0,0,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Beijing Bowls,4.0,400,23,0,0,0,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Beijing Eatery,3.4,150,35,0,0,0,0,0,0,Salem,Tier 2 Cities,Tamil Nadu,South India
Beijing Panda,2.9,150,28,0,0,1,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Being Hunger,3.4,100,58,0,1,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Beles Ashok Dugdhalaya,4.5,150,38,1,0,0,1,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Belfrance Bakers & Chocolatiers,4.2,300,28,0,0,1,0,0,1,Ludhiana,Tier 2 Cities,Punjab,North India
Belgian Burger Waffle,3.6,100,48,0,0,1,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Belgian Style Waffle,2.9,200,42,0,0,0,0,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
Belgian Waffle,3.9,350,34,0,0,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Belgian Waffle Factory,3.7,150,38,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Belgian Waffle Factory,4.1,200,35,0,0,0,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Belgian Waffle Junction,3.4,150,35,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Belgian Waffles & Crepes,3.6,300,42,0,0,0,0,0,0,Tirunelveli,Tier 2 Cities,Tamil Nadu,South India
Belgium Bakers,3.8,150,29,0,0,0,0,0,1,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Belgium Waffle,3.7,150,36,0,0,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Belgium Waffle,3.7,150,38,0,0,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Beliram Degchiwala,4.2,200,43,0,1,0,0,0,0,NCR,NCR,NCR,NCR
Bell Bee,3.8,100,24,0,0,1,0,0,0,Gaya,Tier 3 Cities,Bihar,East India
Bell Pepper,3.9,250,58,0,0,0,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bell Pepper,4.1,100,36,1,1,1,1,0,0,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
Bella Bella,3.9,200,32,0,0,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Bella Cibo,3.7,200,44,0,0,0,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Bella Pitsa,3.8,200,48,0,0,1,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bella Vita Pizzeria,4.0,200,49,0,0,0,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Belle Cake Crafts,4.0,100,18,0,0,0,0,0,1,Rajkot,Tier 2 Cities,Gujarat,West India
Belly Filler,4.0,100,54,0,1,1,0,0,1,NCR,NCR,NCR,NCR
Belly Foods,3.6,150,23,0,1,1,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Belly’s Stone Factory,3.7,200,13,0,0,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Belly's Thick Shake,4.5,150,24,0,0,1,1,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Beloved Bakers,4.2,150,46,0,0,1,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Benam Chicken Biryani,4.0,250,42,0,0,0,0,1,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Bengal Dhaba,4.0,150,46,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bengal Eatery,3.9,100,35,0,1,0,0,1,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bengal Garden,3.4,100,47,0,1,0,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bengal Kitchen,4.1,200,22,0,1,0,0,1,0,Asansol,Tier 2 Cities,West Bengal,East India
Bengal Sweet Corner,4.2,250,44,1,1,1,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Bengal Sweet Corner,4.3,150,40,1,1,1,0,0,0,NCR,NCR,NCR,NCR
Bengal Sweets,4.1,100,14,0,0,0,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Bengal Sweets,4.2,100,19,0,0,0,1,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Bengal Sweets & Snacks,3.9,100,35,0,0,0,1,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bengal Sweets Palace,4.0,100,26,0,0,0,1,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bengali Express,3.5,400,68,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bengali Fast Food - Home Kitchen,4.0,150,35,0,0,1,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bengali Fish Curry & Biryani Corner,3.4,150,34,0,0,0,0,1,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
Bengali Fun Foods,4.1,200,55,0,1,0,0,1,0,Bangalore,Tier 1  Cities,Karnataka,South India
Bengali Home Style Food,3.7,200,44,0,1,0,0,0,0,Siliguri,Tier 2 Cities,West Bengal,East India
Bengali Kitchen,3.6,200,36,0,1,0,0,1,0,Guwahati,Tier 2 Cities,Assam,East India
Bengali Sweet Centre,4.2,150,51,1,1,1,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Bengali Sweet Centre,4.2,200,49,1,1,1,0,0,0,NCR,NCR,NCR,NCR
Bengali Sweet Corner,4.1,250,40,1,1,0,1,0,0,NCR,NCR,NCR,NCR
Bengali Sweet Corner,4.1,300,49,1,1,0,1,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Bengali Sweet House,4.1,150,20,1,1,0,1,0,0,NCR,NCR,NCR,NCR
Bengali Sweet Shop - Since 1930,4.2,350,25,0,0,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Bengla Sweet House,3.9,100,31,0,0,0,1,0,0,Varanasi,Tier 2 Cities,Uttar Pradesh,North India
Beni Sweets Corner & Restaurant,4.2,100,38,1,1,0,1,1,0,NCR,NCR,NCR,NCR
Benne Dosa Darbar,4.3,50,26,1,0,0,0,0,0,Belgaum,Tier 2 Cities,Karnataka,South India
Bento,3.7,150,45,0,0,1,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Bentoz Pizza - By WarmOven,2.8,200,28,0,0,1,0,0,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Benzoz Pizza,3.5,250,34,0,0,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Benzy's Family Restaurant,4.0,150,46,1,1,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Benzz Park,4.0,100,40,1,1,0,0,1,0,Vellore,Tier 3 Cities,Tamil Nadu,South India
Beond Burger,4.0,150,41,0,0,1,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Bera Samosa,4.4,200,37,0,1,1,1,1,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Bera Samosa Corner,4.2,150,29,0,0,0,1,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Berco's - If You Love Chinese,3.8,150,38,0,0,0,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Berco's - If You Love Chinese,4.2,50,39,0,0,0,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Berco's - If You Love Chinese,4.2,150,34,0,0,0,0,0,0,NCR,NCR,NCR,NCR
Berco's - If You Love Chinese,4.2,200,31,0,0,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Berco's - If You Love Chinese,4.2,350,42,0,0,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Berco's - If You Love Chinese,4.3,100,27,0,0,0,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Berco's - If You Love Chinese,4.3,200,44,0,0,0,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Bercos Pizza Town,3.4,12,46,0,0,0,0,0,0,NCR,NCR,NCR,NCR
Berdy's Barbeque,3.9,200,20,0,0,0,0,0,0,Patiala,Tier 3 Cities,Punjab,North India
Berlin Burgers,4.1,150,52,0,0,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Berlin Kaffeehaus,4.3,150,25,0,0,0,0,0,1,Siliguri,Tier 2 Cities,West Bengal,East India
Berojgaar Chaiwala,3.7,150,21,0,0,1,1,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Berojgar Engineers,3.7,150,66,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Berozgaar Cafe,3.5,100,29,0,0,1,1,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Berozgar Cafe,4.0,250,33,0,1,0,1,1,0,Patna,Tier 2 Cities,Bihar,East India
Berries Veg & Non Veg Restaurant,3.5,200,27,0,1,0,1,1,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Berry Bake Shop,4.1,100,40,0,0,0,0,0,1,Bhubaneswar,Tier 2 Cities,Odisha,East India
Berunath Sandwich Dosa And Paratha,3.8,50,25,1,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Best Belgian Waffle,4.0,150,40,0,0,0,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Best Belgian Waffle,4.3,200,37,0,0,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Best Belgian Waffle,4.3,200,41,0,0,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Best Bites,3.8,400,30,0,0,1,0,0,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
Best Cake Bakers,4.0,100,30,0,0,1,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Best Cake House,4.0,100,26,0,0,0,0,0,1,Gaya,Tier 3 Cities,Bihar,East India
Best Hygienic Foods,3.8,100,43,1,1,0,0,0,0,Palakkad,Tier 3 Cities,Kerala,South India
Best In Town,3.5,200,37,0,0,1,1,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Best In Town,3.6,100,40,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Best In Town,4.3,200,32,0,0,1,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Best Mexican World,4.3,150,54,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Best Muradabadi Chicken Corner,3.6,250,21,0,0,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Best Of India Family Restaurant,4.1,50,46,1,1,0,1,1,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Best Pizza In Town,3.6,150,55,0,0,1,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Best Punjabi Dhaba,3.0,150,31,0,1,1,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Best Snacks & Sweets,3.9,250,37,0,0,1,0,0,1,Trivandrum,Tier 2 Cities,Kerala,South India
Best Western Bliss,4.2,150,33,0,1,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Best Western Plus,4.1,150,33,0,1,1,0,1,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Best Western Ramachandra,4.4,100,22,1,1,0,0,0,0,Visakhapatnam,Tier 2 Cities,Andhra Pradesh,South India
Best Western Yuvraj Hotel,4.2,200,49,1,1,1,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Bethak Cafe & Food,4.0,150,41,0,1,1,0,0,0,Junagadh,Tier 2 Cities,Gujarat,West India
Better Bites Resto Cafe,4.1,100,31,0,1,0,0,1,0,Mangalore,Tier 2 Cities,Karnataka,South India
Between Bread,3.6,100,40,0,0,1,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Between The Bread,4.0,300,43,0,0,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Between The Bread,4.2,350,42,0,0,1,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Between Your Buns,4.1,100,41,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Beville By Weds & More,4.1,200,41,0,0,0,0,0,1,NCR,NCR,NCR,NCR
Bewafa Food,3.7,100,35,0,0,1,0,0,0,Guwahati,Tier 2 Cities,Assam,East India
Beyond Bajji The Cafe,4.3,200,25,1,0,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Beyond Frosting,3.6,100,31,0,0,0,0,0,1,Nagpur,Tier 2 Cities,Maharashtra,West India
Beyond Loaf,4.6,200,27,0,0,0,0,0,1,Chennai,Tier 1  Cities,Tamil Nadu,South India
Beyond Temptation,3.1,100,31,0,0,1,0,0,0,Kolhapur,Tier 2 Cities,Maharashtra,West India
Beyond Temptation,3.4,150,30,0,0,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Beyond Temptation,3.8,100,40,0,0,1,1,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Beyond Temptation,3.8,300,30,1,0,0,1,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Beyond Temptation,4.1,150,36,0,0,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Beyond Temptation Camp,3.6,100,18,0,0,1,1,0,0,Amravati,Tier 2 Cities,Maharashtra,West India
Beyond The Slice,3.4,100,43,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Beyrut Classy Dine,4.1,250,23,0,1,0,0,1,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Beyrut- On The Go,4.0,50,37,0,1,0,0,1,0,Bhubaneswar,Tier 2 Cities,Odisha,East India
Bey's Kitchen,4.2,100,43,0,1,0,0,1,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Bezawada Bhavan The Family Restuarant,3.8,350,22,0,1,0,0,1,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Bezawada Dhaba,3.6,200,28,0,1,0,0,1,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Bezawada Vari Falooda,3.9,200,25,0,0,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Bezor Fast food,4.1,150,32,0,0,1,0,0,0,Gorakhpur,Tier 2 Cities,Uttar Pradesh,North India
BFC - Best Fried Chicken,3.1,300,47,0,0,0,0,0,0,Trivandrum,Tier 2 Cities,Kerala,South India
BFC - Best Fried Chicken,4.2,300,38,0,0,1,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
BGM Cake Of The Day,4.0,200,21,0,0,0,0,0,1,Belgaum,Tier 2 Cities,Karnataka,South India
BG's Cafe,3.7,100,35,0,0,0,0,0,0,NCR,NCR,NCR,NCR
BH Pizza Hub,4.3,250,26,0,0,0,0,0,0,Thrissur,Tier 2 Cities,Kerala,South India
Bhaaja Fry - Bengali Snacks,4.1,150,48,0,0,0,1,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhabha Dining Hall,3.7,50,29,0,1,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Bhabhi Ji Ki Rasoi,3.6,150,22,1,1,1,0,0,0,Ajmer,Tier 2 Cities,Rajasthan,North India
Bhabhi Ji Pizza & Fast Food,3.4,50,50,0,0,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhabhi's Kitchen,4.3,200,33,0,1,0,0,1,0,Patna,Tier 2 Cities,Bihar,East India
Bhadait Misal,4.4,200,26,0,0,0,1,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Bhadawar Hotel,4.0,100,23,0,1,1,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagaban Sahu Sweets & Snacks,3.5,100,30,1,0,0,1,0,0,Cuttack,Tier 2 Cities,Odisha,East India
Bhagat Halwai,4.0,100,35,1,0,1,1,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagat Halwai,4.0,500,31,1,0,1,1,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagat Halwai,4.1,100,28,1,1,1,1,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagat Halwai,4.2,50,27,1,0,1,1,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagat Kachori Samosa,4.5,100,28,0,0,0,1,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Bhagat Paan Bhandar,4.4,250,30,0,0,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Bhagat Pavbhajiwala,4.4,100,19,0,0,1,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Bhagat Snacks & Food,4.4,350,29,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Bhagawan Sahu Express,4.1,100,29,0,1,0,0,0,0,Cuttack,Tier 2 Cities,Odisha,East India
Bhagsu Fast Food And Bakers,4.1,200,27,0,0,1,0,0,1,Dharamshala,Tier 3 Cities,Himachal Pradesh,North India
Bhagvati Restaurant,3.1,50,46,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Bhagwan Cake And Bake,3.5,250,39,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagwan Cake Corner,3.4,300,30,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagwan Cake House,3.4,200,22,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagwan Corner Cakes And Pastries,3.3,50,45,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhagwan Das Prahlad Das & Sons,4.2,150,18,0,0,0,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Bhagwan Das Prahlad Das Naivedh Misthan,3.9,200,39,1,1,1,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Bhagwan Das Prahlad Das Naivedya Misthan,3.8,150,38,0,0,0,1,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Bhagwathi Mohan's Bhojanalaya,4.1,100,26,0,1,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Bhagwati Fancy Dhosa And Pav Bhaji,4.1,150,42,1,0,0,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
Bhagwati Pav Bhaji,4.3,250,36,0,0,0,1,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Bhagwati Vadapav,3.2,350,21,0,0,0,1,0,0,Nashik,Tier 2 Cities,Maharashtra,West India
Bhagya Laxmi,4.2,100,54,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Bhagyalakshmi Dhaba,4.3,150,25,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Bhai Bhai Dabeli,4.2,100,18,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Dabeli And Fast Food,4.1,50,31,0,0,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Dabeli Wala,4.2,400,23,0,0,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Dabeliwala,4.0,100,29,0,0,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Dabeliwala (Panigate Wala),4.2,100,21,0,0,1,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Kacchi Dabeliwada,4.1,400,29,0,0,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Omelette Center,4.1,350,28,0,1,1,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
Bhai Bhai Omlet,4.0,150,31,0,1,1,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhai Bhai Omlette Center,4.0,100,40,0,1,0,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
Bhai Ji Chole Bhature & Kulche,3.8,200,39,0,1,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhai Ji Malai Chaap Wale,3.7,150,37,0,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bhai Ji Mast Chaap Wale,3.7,150,33,0,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bhaijaan Biryani Point,3.4,200,31,0,1,1,1,1,0,Kota,Tier 2 Cities,Rajasthan,North India
Bhaijaan Family Restaurant,4.0,200,29,0,1,0,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Bhailal Shivlal Foods,4.4,400,15,0,0,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhairav Bhojnalaya,4.0,200,22,0,1,0,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Bhairavee Pure Veg Restaurant,4.0,150,48,0,1,0,0,1,0,Pune,Tier 1  Cities,Maharashtra,West India
Bhai's Biryani,3.7,150,21,0,0,0,0,1,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Bhaiya Ji Bakery,4.2,100,42,0,0,0,0,0,1,Udaipur,Tier 2 Cities,Rajasthan,North India
Bhaiyaji's Restaurant,3.6,300,38,0,1,1,0,1,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Bhaiyya's Pav Bhaji,4.0,150,24,0,0,0,1,0,0,Goa,Tier 3 Cities,Goa,West India
Bhaj Govindam,4.2,100,27,0,1,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Bhaja Govindam,4.3,100,50,1,1,1,0,0,0,NCR,NCR,NCR,NCR
Bhakhari Pizza - By Ustaad Miyaan,3.8,150,32,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Bhallu Biryani,3.7,150,18,0,1,0,0,1,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Bhandari Vishwas Tiffin Corner,3.5,150,17,0,1,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Bhanji Bhai,4.4,100,30,0,0,0,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Bhanji Bhai,4.5,150,19,0,0,0,1,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Bhanu Na Khaman,4.2,100,39,0,0,1,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Bhappe Di Hatti,4.3,350,51,0,1,0,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Bharani Bhavan,4.4,100,34,1,1,0,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Bharani Restaurant,4.1,100,38,0,1,0,0,1,0,Trivandrum,Tier 2 Cities,Kerala,South India
Bharat Bakery,4.2,250,22,0,0,0,0,0,1,Ranchi,Tier 2 Cities,Jharkhand,East India
Bharat Bhai Litti Dukan,3.5,250,47,0,0,0,0,0,0,Dhanbad,Tier 2 Cities,Jharkhand,East India
